checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
-0.46459370199189765,-1.3484649217817342,-1.1462119064603042,0.6264813693811582,-0.8609610769245808,0.0,1.0977622906012965,0.9184771676276685,0.8309706900688463,0.0,1.0469866784197936,1.3334726885827646,2.6166203611540304,0.0,0.0,1.054769788484074,0.0,0.0,1.2145976802021625,0.0,1
-1.2628646676137147,2.0446109979877796,0.7343654626296127,0.6264813693811582,1.3265495135556034,0.0,-1.1349745716386284,-0.8701833340815202,-1.3908760748211169,0.0,-0.7659772668958666,1.3334726885827646,-1.211942988958592,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,0
1.1319482292517367,-0.7829522684868152,-1.1462119064603042,-1.0265037741047471,-0.4369078947047709,0.0,-0.3907289508919868,-0.8701833340815202,0.8309706900688463,0.0,0.1405047057619635,1.3334726885827646,1.220320786407074,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,1
-0.46459370199189765,2.0446109979877796,0.7343654626296127,-0.6132574882332709,2.209879281480579,0.0,-0.3907289508919868,-0.8701833340815202,0.8309706900688463,0.0,1.0469866784197936,-0.3189098251505248,0.8599854122788272,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,1
-0.46459370199189765,0.34807303810302276,-0.2059232219153458,-0.20001120236179454,0.8320495243650807,0.0,-1.1349745716386284,0.024146916773074168,0.8309706900688463,0.0,1.0469866784197936,0.50728143171612,1.5806561605353209,0.0,0.0,1.054769788484074,0.0,0.0,-0.8233178906068351,0.0,0
1.1319482292517367,1.4790983446928607,0.7343654626296127,-1.0265037741047471,2.210050824030021,0.0,-1.1349745716386284,-0.8701833340815202,0.8309706900688463,0.0,1.0469866784197936,0.50728143171612,-0.040853023041789824,0.0,0.0,-0.7149781787710835,0.0,0.0,1.2145976802021625,0.0,1
1.1319482292517367,0.34807303810302276,0.7343654626296127,-0.6132574882332709,-0.09885471060505197,0.0,1.0977622906012965,0.024146916773074168,0.8309706900688463,0.0,1.0469866784197936,-0.3189098251505248,1.5806561605353209,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,1
-1.2628646676137147,1.4790983446928607,0.7343654626296127,1.8662202269955872,1.7826239716711918,0.0,-1.1349745716386284,-0.8701833340815202,0.8309706900688463,0.0,-0.7659772668958666,-1.1451010820171694,-0.040853023041789824,0.0,0.0,-0.7149781787710835,0.0,0.0,1.2145976802021625,0.0,1
1.1319482292517367,-0.7829522684868152,0.7343654626296127,0.6264813693811582,0.003613372261439299,0.0,-0.3907289508919868,-0.8701833340815202,-0.6502604865244624,0.0,1.0469866784197936,1.3334726885827646,2.3013269087918147,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,1
-1.2628646676137147,0.9135856913979418,-1.1462119064603042,-0.20001120236179454,0.9985601590231291,0.0,1.8420079113479382,0.9184771676276685,0.09035510177219191,0.0,-0.7659772668958666,-1.1451010820171694,-0.6714399277662217,0.0,0.0,1.054769788484074,0.0,0.0,-0.8233178906068351,0.0,0
-1.2628646676137147,-0.7829522684868152,0.7343654626296127,-0.20001120236179454,-0.8033227803121794,0.0,0.35351666985465485,0.024146916773074168,-1.3908760748211169,0.0,-1.6724592395536968,-1.1451010820171694,-0.9416914583624069,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,0
-0.46459370199189765,2.0446109979877796,0.7343654626296127,-1.8529963458477,0.5749644236018303,0.0,0.35351666985465485,0.024146916773074168,-1.3908760748211169,0.0,1.0469866784197936,-0.3189098251505248,-1.0317753018944686,0.0,0.0,-0.7149781787710835,0.0,0.0,-0.8233178906068351,0.0,0
-1.2628646676137147,-0.7829522684868152,0.7343654626296127,0.6264813693811582,-0.6788972511171544,0.0,-1.1349745716386284,-1.7645135849361147,-1.3908760748211169,0.0,-1.6724592395536968,-1.1451010820171694,-1.211942988958592,0.0,0.0,-0.7149781787710835,0.0,0.0,1.2145976802021625,0.0,1
-0.46459370199189765,0.34807303810302276,-1.1462119064603042,-0.20001120236179454,-0.8472376729692471,0.0,1.0977622906012965,0.9184771676276685,0.8309706900688463,0.0,1.0469866784197936,-1.1451010820171694,2.211243065259753,0.0,0.0,1.054769788484074,0.0,0.0,-0.8233178906068351,0.0,0
